Date,User,Tweet,Hashtags,Location,Mentioned User,Key Word,Reply Count,like Count,Retwet Count,Followers Count
2022-07-13 17:16:10+00:00,_MarocMusic_,"Raise your hand if you have a caffeine, nicotine and THC addiction all at the same time 🙋🏻‍♂️😂",,New York🗽💣,,THC,10,59,6,2206
2022-07-13 15:04:07+00:00,RobbinsGroupLLC,"Want to understand cannabis science? 🧠

1. Cannabinoids for Skin #Cancer: https://t.co/VgnDPjYXub
2. Cannabis for ADHD: https://t.co/VHyiH0fWat
3. Cannabis for PTSD: https://t.co/IwpyEfjIqv
4. CBD for Pain: https://t.co/QtXtIkPmnE
5. THC for Brain Health: https://t.co/dgMoRy4PRB https://t.co/MroIqwCcja",['Cancer'],"Las Vegas, NV",,THC,0,18,5,12855
2022-07-13 14:45:20+00:00,victorialitman,"I’ll say it again. If you think THC is the most interesting part of cannabis, you’re missing out! Isolated THC ain’t shit compared to the whole plant. Also cannabis literally belongs to all of humanity. It grows everywhere and it’s beautifully complex. https://t.co/zfG2Jnmdly",,the Ocean State,,THC,3,5,0,1351
2022-07-13 14:00:08+00:00,OhioGreenTeam,"Did you know: if you flip 710 upside down, it spells #Oil? Many in the #CannabisCommunity have in turn adopted #July10 or 7/10 as the day to celebrate #Concentrates and their many forms. 💨

#MMJ #THC #Vape #Legalize #GreenTeamDoctors #NoMorePills #Wax https://t.co/lWlJ28SVXC","['Oil', 'CannabisCommunity', 'July10', 'Concentrates', 'MMJ', 'THC', 'Vape', 'Legalize', 'GreenTeamDoctors', 'NoMorePills', 'Wax']",Throughout Ohio via Telemed!,,THC,0,5,1,27486
2022-07-12 23:47:20+00:00,willgraham13,"Made a trip to the Dispensary, here's the skivy:1 bag of THC Choc. Chip Cookies, 2 pre-rolled Super Lemon Haze, 2 cans of flower of London Pound Cake, 2 Cans (3.5g) of Purple Fluff, 1 Can of Runtz, .1gram Acapulco Gold cart. and . 5gram cart of Purple Punch.... NICE! 
#420life 💚 https://t.co/Q97ZodsrHJ",['420life'],"Lakeland, FL",,THC,1,2,0,162
2022-07-12 14:00:06+00:00,OhioGreenTeam,"Another #Marijuana win, you say? #Legalization has led to a shocking discovery (which is currently undergoing peer review): #Cannabis use may be outcompeting #Alcohol use, resulting in fewer vehicular accidents. 🤯🦺 
#MMJ #CannabisCures #LegalizeWeed #THC https://t.co/6eSPunjMdB","['Marijuana', 'Legalization', 'Cannabis', 'Alcohol', 'MMJ', 'CannabisCures', 'LegalizeWeed', 'THC']",Throughout Ohio via Telemed!,,THC,0,3,1,27486
2022-07-11 19:46:34+00:00,AdrianMcwilliam,Now what fucking gas station sold my mom THC gummies and told her they’ll help with “sleep”?!,,"Beaumont, TX",,THC,3,6,0,874
2022-07-11 15:37:06+00:00,BrittDubyaa,"I’m hungover from the ridiculous amount of THC I consumed yesterday, my son woke me up 3 times last night and I got called into work this morning at 7:45am. It’s gonna be a goblin day folks.",,California,,THC,1,3,0,246
2022-07-10 21:47:42+00:00,msmastafoxx,"Mark your calendar 📆 — Don't miss @MsMastaFoXX &amp; @MsWhizdom next Live ""Are You Stopping Your Own Manifestations? #THCTribe #NeoCodeSociety"" On Stereo App @app_stereo on Jul 10, 3:33PM (PST) #THC #TribeOfHigherConsciousness #Friday  https://t.co/7bGfigiKmf","['THCTribe', 'NeoCodeSociety', 'THC', 'TribeOfHigherConsciousness', 'Friday']",MyCreatorLife,"[User(username='msmastafoxx', id=1471098570, displayname='MsMastaFoXX LLC♌👽🖖🌋🕉🔑7-FigBizOwner💰👑🌊💜☯️', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='mswhizdom', id=2305685372, displayname='Ms Whizdom 👽♒👽', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='app_stereo', id=1217236670312931329, displayname='Stereo', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",THC,0,4,2,1411
2022-07-10 05:13:05+00:00,monicabyrne13,"thus full of tequila and THC, I sleep",,Autumn,,THC,0,21,0,23776
2022-07-09 12:44:13+00:00,JeffreyBrower1,"Here are my thoughts on legalized marijuana. Great. Long over due. But. Do I wanna show an ID and give a credit card at a dispensary? No. I’d rather not. I prefer to buy it from a friend. Also, weed needs to be regulated like alcohol. Too much THC these days. Too much. https://t.co/glEhdZxIm5",,East Atlanta ,,THC,6,7,0,2840
2022-07-09 02:23:16+00:00,TreezEmerald,"🚨🚨 GIVEAWAY TIME 🚨🚨  Win this huge Emerald Treez prize pack!
https://t.co/bxnsIdPtDv
No purchase necessary
Nothing for sale through Instagram
_________________________________
#emeraldtreez #thc #marijuana #grower #medical #weedlife #green #dank #oklahoma  #giveaways https://t.co/rJWMUE3Bvc","['emeraldtreez', 'thc', 'marijuana', 'grower', 'medical', 'weedlife', 'green', 'dank', 'oklahoma', 'giveaways']","Moore, OK",,THC,1,8,4,327
2022-07-08 13:35:51+00:00,Dieseltechpro,Happy Friday my friends!🙂Let's raise the vibe for the weekend 🌱🔥💨💪 #Mmemberville #CannabisCommunity #Lemon_Kush #TahoeOG #THC_Bomb #fridaymorning #FridayVibes #GardeningTwitter #Flowers #Plant https://t.co/O6v3qgyRLN,"['Mmemberville', 'CannabisCommunity', 'Lemon_Kush', 'TahoeOG', 'THC_Bomb', 'fridaymorning', 'FridayVibes', 'GardeningTwitter', 'Flowers', 'Plant']",United States,,THC,0,7,0,519
2022-07-07 21:43:10+00:00,jeremymunson,"Everyone on the State Medical Cannabis Registry loses all rights to own, buy, or carry a firearm, whether for hunting or self-defense. The THC edibles derived from Hemp are not federally prohibited, therefore patients may choose a path which does not deny them 2A protections. https://t.co/ueLkIL3cLQ",,"Lake Crystal, MN",,THC,1,19,7,3803
2022-07-07 16:32:54+00:00,heystu818,"The Minnesota legislature ""accidentally"" passed a bill legalizing hemp-derived THC edibles and beverages for people 21 and over. On the bright side, this makes watching @Vikings games far more tolerable. 

#StuNews",['StuNews'],"Chicago, IL","[User(username='Vikings', id=25545388, displayname='Minnesota Vikings', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",THC,0,2,0,1025
2022-07-07 02:19:35+00:00,YIHB_,Look the BG thing is sad &amp; yes it was only a THC Vape pen!! But wtf tries to travel internationally wit drugs?? Especially to Russia of all places…. Stop always bringing LeBron into every situation when it comes to sports related issues,,"Yea I Haul Bro, USA",,THC,2,14,1,7191
2022-07-07 01:46:20+00:00,KellyKix,"Cultivated has the best products, services and people. MN compliment D9 THC gummies available now for pre-order. Check it out at https://t.co/aKPDfemNX1 https://t.co/gPadBIROmm",,"Twin Cities, MN☀️Pensacola, FL",,THC,3,11,1,4865
2022-07-06 21:04:28+00:00,BudSpotter420,A new Jars opened up in Monroe! Does anyone know what happened to their thc percentages? That can’t be right 😂 but hey cheap shake 🤷‍♀️ #Michigancannabis #Michiganstoners #ohiostoners #midweststoners #michiganweed #cheapweed #weeddeals #Affordablecannabis #Deals https://t.co/8lLwHc4xSp,"['Michigancannabis', 'Michiganstoners', 'ohiostoners', 'midweststoners', 'michiganweed', 'cheapweed', 'weeddeals', 'Affordablecannabis', 'Deals']",SE Michigan/NW Ohio 💚,,THC,1,5,0,3973
2022-07-06 21:01:47+00:00,djbembona,"she’s everything &amp; then some 🌺💫

fotos by the lovely @Ikimiki_92 
plant installation by @monetarygoods 
Generation Green Event by THC Harlem @UPTWNFNSTNYC @HumbleBloomCo https://t.co/P3n5xMmSGY",,brooklyn.,"[User(username='Ikimiki_92', id=123037223, displayname='Iki', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='monetarygoods', id=578115416, displayname='ERIKA MONEY', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='UPTWNFNSTNYC', id=1108168672370135041, displayname='uptwnzfinest', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='HumbleBloomCo', id=1009106703315619843, displayname='Humble Bloom', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",THC,3,10,2,1608
2022-07-06 15:45:13+00:00,HiggsRambo,Day 2 of not being able to take my new THC gummies because I can’t figure out the child lock.,,,,THC,0,2,0,192
2022-07-06 06:15:21+00:00,kidfloral,Nick left these mushroom thc pills I just found earlier and may or may not have taken two and been on cloud 9 since 11 am,,"Chicago, IL",,THC,0,3,0,714
2022-07-06 03:26:35+00:00,QuietAsItsKept,"Sometimes - usually when alcohol or THC is involved- I behave with an unabashed boldness that I wish transferred to my regular demeanor.

It’s a quiet commanding sense that my daddy has and I like when I tap into it.",,"Atlanta, Georgia",,THC,0,3,0,431
2022-07-05 23:43:36+00:00,GiftedAndGoofy,Would Lebron have taken a THC vape pen over there? https://t.co/zey7DfpaJc,,Nashville,,THC,0,3,0,4888
2022-07-05 20:01:04+00:00,ToyToy_D_83,THC &gt;&gt;&gt; Alcohol,,"Indianapolis, IN",,THC,1,6,0,566
2022-07-05 19:45:21+00:00,ASH_SPEEDYCHIC,I love five™ CBD + THC Products! You can use my referral link to get 35% off your entire order for a limited time!  https://t.co/VAOlJ7UOoV via @five_cbd,,"Phoenix, AZ","[User(username='five_cbd', id=1283489805993566208, displayname='FiveCBD', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",THC,0,2,0,207
2022-07-05 19:07:29+00:00,thatsbizzy,"Please for the love of god teach your budtenders actual knowledge beyond “this is heat” and stop pushing highest THC % 

If I went into these dispos with 0 clue what I was doing, I can see how it would be a terrible + confusing experience",,"Los Angeles, CA",,THC,0,19,1,2883
2022-07-05 02:51:45+00:00,jiggysensei,"Niggas gave me THC infused bbq sauce, I’m on a whole different level",,"Buffalo, NY",,THC,1,2,0,2679
2022-07-04 22:26:23+00:00,JKSalinas_11,"So if we get cause with thc, we can just write a letter to the president? https://t.co/aKTgJcoith",,"Clinton, OK",,THC,1,3,0,978
2022-07-04 14:58:02+00:00,_THCDesign,"Ultra-limited edition cultivar, Fireworkz is Happy 4th of July from THC Design! 🎆 https://t.co/4dtpg3IvYK",,"California, USA",,THC,0,7,0,1439
2022-07-04 06:17:50+00:00,OneBandwagonFan,THC honey was definitely the move tonight. 🥱,,"Austin, TX",,THC,1,6,0,14626
2022-07-04 05:45:01+00:00,ProfFieri,The naturopathic cure for Covid is a steady stream of THC and Diet Coke,,"Seattle, WA",,THC,1,5,0,1003
2022-07-03 21:46:38+00:00,victorialitman,"🙄 did you even try to interview any medical patients? From the description of THC and CBD to the gateway drug theory, this reeks of ignorance and fear mongering. Also even if you really think it’s more harmful than beneficial (I don’t), legalization is safer. Period. https://t.co/s1nR0AbiCN",,the Ocean State,,THC,0,7,0,1351
2022-07-03 15:14:01+00:00,ECohen_UMN,Disappointed to read the @StarTribune article this morning featuring a Sunday @nytimes health story on unregulated THC products with NO mention of MN’s recent regs and bipartisan bill. What does this story mean in MN? Plenty space for a side bar. Needed a local reporter to do it.,,"Minnesota, USA","[User(username='StarTribune', id=17348525, displayname='Star Tribune', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='nytimes', id=807095, displayname='The New York Times', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",THC,0,6,0,2100
2022-07-03 15:10:28+00:00,TravStever,Cleaning out my tour backpack and finding old ass THC edibles solid as a rock and filled with dirt. Could be years old. Still think they are good? Wipe em clean and see what they bring? 5 year rule? 🤷🏻‍♂️,,"Nyack, NY",,THC,34,214,2,25374
2022-07-03 14:47:58+00:00,TokeSignals,"when I find myself in times of nausea
marijuana comes to me
bringing these 3 letters
THC...

[to the tune of “Let It Be”",,"Burnout, AL",,THC,2,8,0,10968
2022-07-03 02:31:16+00:00,mikerezradio,Legalizing THC in Minnesota is cool and all but can we discuss decriminalization?,,"Saint Paul, MN",,THC,0,4,0,1171
2022-07-03 00:09:07+00:00,TrstTheJrny24,"Got some edibles now I'm stopping at target, y'all #mnlegalization #thc 😜","['mnlegalization', 'thc']",,,THC,8,44,0,889
2022-07-02 23:30:11+00:00,brandenflasch,It’s a bit hilarious that Minnesota seemingly accidentally legalized low-dose THC edibles without much regulation for where they’re sold or taxation https://t.co/I48Hcmqr2v,,United States,,THC,2,6,0,1354
2022-07-02 19:30:29+00:00,RikiTheDragon,"Holy shit we did it!!! #MASSIVE is here baby!! 🔥🔥🔥💨 20 years of my life I’ve fought for a plant, and now I’m able to grow LEGALLY and share my passion with the WORLD!!! 🌎🌎🌎 Thank you ALL who believed in me… #legalizeIt #cannabis #wedidit #420life #thc #CBD #ganjafarmer 💚 https://t.co/f1EhnEBICp","['MASSIVE', 'legalizeIt', 'cannabis', 'wedidit', '420life', 'thc', 'CBD', 'ganjafarmer']","Coachella, CA",,THC,2,6,1,1031
2022-07-02 17:43:57+00:00,FreckleFaceFvck,"I got tacos, thc, and tv… now where are the titties???",,CLT,,THC,1,4,2,6840
2022-07-02 17:05:41+00:00,WorryandWonder,The benefits of CBD/THC mints and creams for managing my dying mother’s pain is so significant. Yesterday she went from a 10/10 on the pain scale to a 4/10. We need to legalize these products nationally. #THC #hospice #palliativecare,"['THC', 'hospice', 'palliativecare']","Seattle, WA",,THC,0,4,0,412
2022-07-01 23:13:38+00:00,jesslourey,"Minnesota Republican legislators have apparently accidentally voted to make low-dose THC edibles legal in the state, and this is my favorite Tweet yet on the good news: https://t.co/lZeC6P9Tv5",,Minneapolis,,THC,0,12,1,3648
2022-07-01 21:38:54+00:00,MarielleMohs,"A line out the door to get THC products from “Nothing But Hemp” in St. Paul.

Today the new MN law took effect allowing people 21 &amp; older to buy edibles and beverages containing a max of 5mg of Delta 9 THC.
The 3 other locations in MN sold out in the first hour of the day #wcco https://t.co/dOIBLBFBoa",['wcco'],"Minneapolis, MN",,THC,3,37,9,6264
2022-07-01 20:27:57+00:00,wphsu,"Hey has anyone give thought that maybe Minnesota “accidentally” legalized edibles and THC on the same day that UCLA and USC declared their intent to join the Big Ten as a recruiting tool for University of Minnesota to attract west coast recruits? 
I love conspiracy theories.",,"Wausau, WI",,THC,0,9,0,2520
2022-07-01 18:49:06+00:00,queenbeetheag,yay! but also we shouldn’t have thc stores literally next door to all kids stores… just a hot take! https://t.co/K3otrjPXvi,,new mexico/minnesota ,,THC,1,5,0,2970
2022-07-01 16:33:10+00:00,NortonMpls,"Excited to try marijuana for the very first time ever now that THC edibles are legal in Minnesota. 

Thanks @heather_edelson, @CaptainKurtis, and everyone who made this happen. https://t.co/jfzkLSfap5",,"Minneapolis, MN","[User(username='heather_edelson', id=4271386823, displayname='Rep. Heather Edelson', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='CaptainKurtis', id=612894952, displayname='Kurtis Hanna', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",THC,9,144,17,1826
2022-07-01 13:02:15+00:00,timothyjfrost,"a happy story for your timeline 

the mn senate just legalized thc edibles and beverages because a (1) republican senator didn’t read the bill thoroughly and signed off

he now wants it rolled back and the democrats are saying no. the bill takes effect today 😂",,"St Paul, MN",,THC,0,8,0,234
2022-07-01 12:28:29+00:00,itsflipjackson,The Hustle Continues #THC 🏁💎🌹🏆🌐💯 https://t.co/A3arDGJf22,['THC'],"Boston, MA",,THC,0,2,0,1430
2022-07-01 10:42:41+00:00,msmastafoxx,"Mark your calendar 📆 — Don't miss @MsMastaFoXX &amp; @MsWhizdom next Live ""Hi July 👋🏼 Masta Oracle Reading &amp; July Theme Reveal! #THCTribe #NeoCodeSociety"" On Stereo App @app_stereo on Jul 1, 3:33PM (PST) #THC #TribeOfHigherConsciousness #Friday https://t.co/jsAxzT4GX4","['THCTribe', 'NeoCodeSociety', 'THC', 'TribeOfHigherConsciousness', 'Friday']",MyCreatorLife,"[User(username='msmastafoxx', id=1471098570, displayname='MsMastaFoXX LLC♌👽🖖🌋🕉🔑7-FigBizOwner💰👑🌊💜☯️', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='mswhizdom', id=2305685372, displayname='Ms Whizdom 👽♒👽', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='app_stereo', id=1217236670312931329, displayname='Stereo', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",THC,0,3,1,1411
2022-07-01 03:56:36+00:00,FireBUnicorn,"Transcript of MNGOP Senate debate on the THC edibles bill, probably: https://t.co/qbVmgY5iVK",,USA,,THC,0,3,0,1286
2022-07-01 03:11:41+00:00,ibellamurray,Minnesota accidentally legalized THC edibles https://t.co/o99AgYlDyQ,,,,THC,0,5,2,1128
2022-07-01 03:04:47+00:00,ReidBrown0605,Shout out to the Republicans in the Minnesota state Senate for accidentally legalizing THC edibles. Truly outstanding work. https://t.co/7E0bLRz1bq,,,,THC,0,12,1,198
2022-07-01 03:04:05+00:00,RobbinsGroupLLC,"Are you in the #CannabisCommunity?

1. Cannabis for ADHD: https://t.co/cK4TdQ8swO
2. Cannabis for PTSD: https://t.co/AcfzEeAIEo
3. Cannabinoids for Skin Cancer: https://t.co/GJcI8lUK3B
4. CBD for Pain: https://t.co/2fecnpgq3k
5. THC for Brain Health: https://t.co/voxKzQG4H4 https://t.co/rIxqsIXk5P",['CannabisCommunity'],"Las Vegas, NV",,THC,0,19,11,12855
2022-07-01 01:50:28+00:00,queenbeetheag,obsessed with all of the mn thc tweets today 🙏,,new mexico/minnesota ,,THC,0,5,0,2970
2022-07-01 00:43:04+00:00,MBoyce16,"ID check 3 times at #massachsettesmarijuanadispesary. That's insane, first one by a machine.  Alcohol is entirely way worse. #Boston #canibiscommunity #weed #thc #cannabisculture #canabis","['massachsettesmarijuanadispesary', 'Boston', 'canibiscommunity', 'weed', 'thc', 'cannabisculture', 'canabis']","Massachusetts, USA",,THC,0,1,0,119
2022-06-30 21:44:19+00:00,theemisstoto,the thc and the bang energy drink in my system has me smelling colors during this workout 😵‍💫,,chifuckingcago,,THC,2,66,0,10032
2022-06-30 18:06:26+00:00,lydiakauppi,"“A 5-milligram THC edible can cause a high feeling for first-time users, while people who are used to cannabis may require 10 to 15 milligrams to feel the same effect.” https://t.co/ooCpllne4F https://t.co/U0PIRqctl3",,"Minneapolis, MN",,THC,0,3,0,1776
2022-06-30 18:00:46+00:00,THC_IPA,"Lengthy convo in the @pine_ai_sports discord today, fine tuning our MLB prediction models. Park Factor - Plate Appearances holds more weight towards Win/Loss than you may think. Here are the average PAs by Home/Away teams per venue this season #GamblingTwitter https://t.co/sGXIpvF5XF",['GamblingTwitter'],"Smith Mountain Lake, VA","[User(username='pine_ai_sports', id=1316335977925926914, displayname='Pine Sports', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",THC,1,4,2,363
2022-06-30 16:39:17+00:00,Im_That_Chance,Since I’m cleared..I’m shook that my new assignment doesn’t test for THC as a pre-employment screening. Like that’s AMAZING to see in my line of work. Testing for THC has 0% validity of proving current impairment. Glad I get to vibe out in peace.,,25 | he/they | okc/abq📍,,THC,0,7,0,5007
2022-06-30 15:33:59+00:00,canna__momma,"Happy THC Thursday beautiful stoners💚 I Spilled ☕ on my cast &amp; now Titus can't figure out why moms 🦶 smells like ☕ so he's barking &amp; trying to scratch &amp; lick the cast. I needed a good laugh this 🌄 remember to laugh today! Stoners rule the 🌎 
#Mmemberville 
#FrenchBulldog https://t.co/yk5ySzaHDZ","['Mmemberville', 'FrenchBulldog']","Florida, USA",,THC,3,17,2,7095
2022-06-30 13:33:46+00:00,Dieseltechpro,Happy Thursday my friends!🙂 Stay elevated and raise the vibe🌱🔥💨💪 #Mmemberville #CannabisCommunity #THC_Bomb #flowers #gardening #terps #frosty #marijauna #thursdaymorning #thursdayvibes https://t.co/f1RhUtH1tY,"['Mmemberville', 'CannabisCommunity', 'THC_Bomb', 'flowers', 'gardening', 'terps', 'frosty', 'marijauna', 'thursdaymorning', 'thursdayvibes']",United States,,THC,0,7,2,519
2022-06-30 02:09:27+00:00,AllureKendra,I smoke so much my blood type is THC 😆,,"NOLA🏡, Reside in Atlanta ",,THC,0,7,1,9570
2022-06-29 23:34:22+00:00,drsajumathew,If you smoke #marijuana recreationally there is a 20% higher risk of hospital &amp; ER visits. #cannibis #hyperemesissyndrome is where you suffer intense stomach pain &amp; nausea. Also wheezing &amp; brain dysfunction is associated w/ #weed. Be honest w/ your doctor. #THC #CBD https://t.co/lhyHbrYJKX,"['marijuana', 'cannibis', 'hyperemesissyndrome', 'weed', 'THC', 'CBD']","Atlanta, GA",,THC,1,14,4,5210
2022-06-29 05:34:40+00:00,msmastafoxx,"Mark your calendar 📆 — Don't miss @MsMastaFoXX &amp; @MsWhizdom next Live ""What Neotentions Did You Set For The Neo Moon On 6/28? #THCTribe #NeoCodeSociety"" On Stereo App @app_stereo on Jun 29, 3:33PM (PST) #THC #TribeOfHigherConsciousness #Wednesday https://t.co/c4zwW7qV1l","['THCTribe', 'NeoCodeSociety', 'THC', 'TribeOfHigherConsciousness', 'Wednesday']",MyCreatorLife,"[User(username='msmastafoxx', id=1471098570, displayname='MsMastaFoXX LLC♌👽🖖🌋🕉🔑7-FigBizOwner💰👑🌊💜☯️', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='mswhizdom', id=2305685372, displayname='Ms Whizdom 👽♒👽', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='app_stereo', id=1217236670312931329, displayname='Stereo', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",THC,0,2,0,1411
2022-06-29 01:35:04+00:00,ScoobysOrganicz,"Mignight Med Run &amp; Skunk Bomb Tester Packs Ship Out This Weekend ! 

Midnight Med Run: Urkles Purscription CBD:THC crossed with Landrace Balkh

Skunk Bomb: Skun-Kak 147 crossed with Landrace Balkh",,"Troy, NY",,THC,2,8,0,275
2022-06-29 00:52:10+00:00,cookies_oakland,"Cam blessed us with the Dosi Kush 💨

It's testing at 3️⃣6️⃣.0️⃣5️⃣% THC 💥

Pull up and try it ASAP 📲 https://t.co/sMcO8su5r3",,"Oakland, California",,THC,0,80,10,2447
2022-06-28 12:58:52+00:00,canna__momma,"28 days post surgery.Yesterday the Achilles tendon was stretched from 80 to 30 ° the pain was life altering. My 4 heel fractures are not healing. I remain opiod free, using just THC from @Trulieve for pain relief. NEVER underestimate the power of weed💚
#Mmemberville 
#420life https://t.co/QL65XOEtvS","['Mmemberville', '420life']","Florida, USA","[User(username='Trulieve', id=756096706014478348, displayname='Trulieve', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",THC,9,52,4,7095
2022-06-27 21:53:25+00:00,__icw,St. Louis shop with me for taco Tuesday tomorrow ! THC salsa verde available also. Let me get you fried and full 😮‍💨 https://t.co/F3rFcC9k8T,,,,THC,1,9,6,3783
2022-06-27 03:26:30+00:00,BudSpotter420,When @3FifteenMI said mini buds &amp; shake for $99 I was not expecting this 😍😍😍😍 nice mild flavored super lemon haze 29%THC 💚 what’s your favorite sativa? #mmemberville #StonerFam #Weedmob #CannabisCommunity #michigancannabis https://t.co/G7Ypc5jPkm,"['mmemberville', 'StonerFam', 'Weedmob', 'CannabisCommunity', 'michigancannabis']",SE Michigan/NW Ohio 💚,"[User(username='3FifteenMI', id=960580618592628737, displayname='3Fifteen Cannabis', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",THC,2,13,2,3973
